,Title,Course,Task2.1,Categories,Post_text,Comment_text,Post_count,Comment_count
61,Calculations in Lecture 3 Similarity Computation,friendsmoneybytes-004,1,elaborates," I went though the lectures on Similarity Computations. No matter how I tried the outcome of the calculations shown on the screen did not match the answers shown for comparing Movies I/II. I believe the formulas shown is incorrect, and it does not match the next calculation in setup for the next pair of movies. Please verify whether or not the equation shown is correct/incorrect: #MATH 
",,1,0
62,Any 'how many people are taking the course' would be interesting,friendsmoneybytes-004,1,resolves,,,0,0
63,Dangling Nodes (V2 Lecture),friendsmoneybytes-004,1,resolves,"Why should the value of node V be zero? Shouldnt it be z, since there is an incoming link coming from Z? 
",,1,0
64,Lecture feedback,friendsmoneybytes-004,1,social," Just my personal opinion - Lectures are very, very short. Some could be merged together. It breaks the flow. - More in-lecture quizzes would be good. 
",,1,0
65,V2: In Degree lecture mistake...,friendsmoneybytes-004,1,resolves,"First of all, I love this course and have been using both versions to ensure I have a good grasp on the concepts. I noticed in the lecture video titled ""In Degree"" in V2 that when counting the in-degrees of nodes ""W"", ""X"", ""Y"", and ""Z"" that you only counted 1 incoming link, but there are actually 2. One from ""Z"" which you counted and the other from ""W"" which was missed. This change would also change the PageRank order discussed in this lecture. Not a big deal, but I thought I'd point it out.
This topic is directly from the week 0 lectures. So nothing advanced here. Besides if a beginner gets discouraged by merely seeing an advanced discussion then maybe he/she should go back to the kindergarten he's coming from. :D He simply doesn't have to read it or expect the environment adapt to his level. Fortunately this is not that Racket course :) and I hope no group of students is more preferred than other groups. The forum is for all students.",This topic is directly from the week 0 lectures. So nothing advanced here. Besides if a beginner gets discouraged by merely seeing an advanced discussion then maybe he/she should go back to the kindergarten he's coming from. :D He simply doesn't have to read it or expect the environment adapt to his level. Fortunately this is not that Racket course :) and I hope no group of students is more preferred than other groups. The forum is for all students.,1,1
66,Where is Q2?,friendsmoneybytes-004,1,resolves,"I watched lecture 1 (V1) last week, which dealt with Q1: What makes CDMA Wrok. I just started to watch lecture 2, and it's entitle Q3: How does Google rank webpages. Where is Question 2: How Google auctions ads?",,1,0
67,What is difference between 2G 3G 4G and LTE,friendsmoneybytes-004,1,resolves,"Are they all CMDA ? Do they incrementally support higher gammas and number of user devices ? Can a country have an area with 2G and another area supporting 3G ? Will the user devices have different speeds in those areas ? Thank you. 
Hi! From what I understood from lectures, CDMA is a only the access method for cellular network communications. It exists in both 1G, 2G and 3G, changing only the standard and algorithms used for band usage optimization #MATH Regards",,2,0
68,AMPS works at 800MHz ?,friendsmoneybytes-004,1,resolves,"From lecture 1 (version 2), the ending of Cells & 1G section, the lecture says that APMS working at 800MHz. Isn't it working at a band frequencies? What's the meaning by saying ""working at 800MHz""? Thanks...
Yes, second answer option does match the algorithm described, so that should be the correct one. Following first part of explanation given and the lecture, #MATH.","Yes, second answer option does match the algorithm described, so that should be the correct one. Following first part of explanation given and the lecture, #MATH.
",1,1
69,2 Offered Versions,friendsmoneybytes-004,1,resolves,"Hi, I just wondering how i can get a feel for the 2 versions offered without actually watching both versions. I am senior EE engineering student so i have some background in mathematics (Calculus,DE,Linear Algebra,etc). How maths intensive is V1? What ideas will i be missing out on if i decide to take V2? Can you provide an example using one of the questions.",,1,0
70,Medieval time warming & geologic & historical time sea level rise -- what do models say?,globalwarming-002,1,resolves,"Not sure where this question goes. We heard in wk 6 that medieval times had a .5 C degree temperature rise over the course of what looks to be AD 800 to AD 1150 from the lecture graph -- see hockey stick lecture. In wk 7 we are doing a homework of short vs long term sea level change and lectures on ice sheet melting and sea level rise. So, the question 4,5 in the short vs long term sea level change assignment gave a formula for geologic time sea level rise per change in temperature. The q4 is a significant value and the medieval time warming is likewise a significt degree C change. So the natural question is --- Has there been and is there continuing to be a sea level rise from the medieval time warming?? Or was the 350 years here too short and somewhat canceled by the later little ice age. What do the models say about medieval time and little ice time temp changes and resultant sea levels?",,1,0
71,Week 5 Quiz - CO2 Dissolved in Oceans,globalwarming-002,1,resolves,"I am puzzled by this Question. #MATH Have I misinterpreted something important here? It also got me wondering about what controls the rate of absorption of CO2 at the ocean surface. I see that once the CO2 is dissolved, the buffering chemistry kicks in, but I am still unclear on what determines the rate at which CO2 transfers from atmosphere to ocean. Did I miss the point somewhere in the lecture?",,1,0
72,Peak Oil,globalwarming-002,3,resolves,"I have a question on the Peak Oil concept in the week 4 lectures. He gives 2 models, one that has a rate of production vs a rate of formation, and one with a Gaussian curve with Peak Oil - the latter assumes an exponential increase in the rate of oil demand. What is the case for assuming an exponential increase in demand? 
The Hubbert Curve used to predict peak oil #MATH, not a Gaussian curve as stated in the lecture. They resemble each other in that both are bell-shaped, but the logistic function has exponential tails. The logistic function is widely used to describe bounded geometric growth. There is a great explanation and examples at this link: #URLREF 
 Thanks for the post, but I don't see how that addresses my question of exponential demand growth. In fact it seems to support my case re: arguments for limited demand at a certain point.",,3,0
